dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.5	None	64	(3, 3)	16	(-1, 1)	0	19.503455877304077	0.65	0.65	0.65	0.65	615
0.5	None	64	(3, 3)	16	(-1, 1)	25	20.37413001060486	0.6442857142857142	0.6571428571428571	0.6442857142857142	0.7085714285714285	616
0.5	None	64	(3, 3)	16	(-1, 1)	50	20.309639930725098	0.6628571428571428	0.6642857142857143	0.6628571428571428	0.6685714285714286	617
0.5	None	64	(3, 3)	16	(-1, 1)	75	24.30890154838562	0.6557142857142857	0.6628571428571428	0.6557142857142857	0.6771428571428572	618
0.5	None	64	(3, 3)	16	(-1, 1)	100	24.454100608825684	0.6242857142857143	0.6557142857142857	0.6242857142857143	0.7885714285714286	619
0.5	None	64	(3, 3)	16	(0, 1)	0	19.54737401008606	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	620
0.5	None	64	(3, 3)	16	(0, 1)	25	20.385351181030273	0.6385714285714286	0.6485714285714286	0.6385714285714286	0.6942857142857143	621
0.5	None	64	(3, 3)	16	(0, 1)	50	22.016163110733032	0.6585714285714286	0.6742857142857143	0.6585714285714286	0.7414285714285714	622
0.5	None	64	(3, 3)	16	(0, 1)	75	21.253605842590332	0.6485714285714286	0.6542857142857142	0.6485714285714286	0.7085714285714285	623
0.5	None	64	(3, 3)	16	(0, 1)	100	24.310009479522705	0.67	0.67	0.67	0.7485714285714286	624
0.5	None	64	(3, 3)	16	None	0	18.63590168952942	0.6671428571428571	0.6657142857142857	0.6671428571428571	0.6771428571428572	625
0.5	None	64	(3, 3)	16	None	25	18.64178228378296	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	626
0.5	None	64	(3, 3)	16	None	50	20.32543420791626	0.6714285714285714	0.6714285714285714	0.6714285714285714	0.6985714285714286	627
0.5	None	64	(3, 3)	16	None	75	20.44506072998047	0.6528571428571428	0.6671428571428571	0.6528571428571428	0.7714285714285715	628
0.5	None	64	(3, 3)	16	None	100	23.25480890274048	0.6185714285714285	0.6342857142857142	0.6185714285714285	0.7557142857142857	629
0.5	resized	64	(3, 3)	16	(-1, 1)	0	71.09937405586243	0.6257142857142857	0.6257142857142857	0.6257142857142857	0.6257142857142857	630
0.5	resized	64	(3, 3)	16	(-1, 1)	25	73.80381345748901	0.6414285714285715	0.6414285714285715	0.6414285714285715	0.6414285714285715	631
0.5	resized	64	(3, 3)	16	(-1, 1)	50	71.21398687362671	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6528571428571428	632
0.5	resized	64	(3, 3)	16	(-1, 1)	75	72.86282968521118	0.6542857142857142	0.6657142857142857	0.6542857142857142	0.6928571428571428	633
0.5	resized	64	(3, 3)	16	(-1, 1)	100	76.34412145614624	0.6328571428571429	0.5242857142857142	0.6328571428571429	0.6957142857142857	634
0.5	resized	64	(3, 3)	16	(0, 1)	0	71.18564915657043	0.6742857142857143	0.6742857142857143	0.6742857142857143	0.6742857142857143	635
0.5	resized	64	(3, 3)	16	(0, 1)	25	72.07574820518494	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	636
0.5	resized	64	(3, 3)	16	(0, 1)	50	72.0194673538208	0.6357142857142857	0.6357142857142857	0.6357142857142857	0.6357142857142857	637
0.5	resized	64	(3, 3)	16	(0, 1)	75	73.6150369644165	0.6457142857142857	0.6457142857142857	0.6457142857142857	0.6457142857142857	638
0.5	resized	64	(3, 3)	16	(0, 1)	100	75.8307569026947	0.6342857142857142	0.6428571428571429	0.6342857142857142	0.68	639
0.5	resized	64	(3, 3)	16	None	0	70.29419326782227	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	640
0.5	resized	64	(3, 3)	16	None	25	72.70112419128418	0.6314285714285715	0.64	0.6314285714285715	0.6442857142857142	641
0.5	resized	64	(3, 3)	16	None	50	72.77194166183472	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	642
0.5	resized	64	(3, 3)	16	None	75	71.90594530105591	0.6642857142857143	0.5842857142857143	0.6642857142857143	0.7457142857142857	643
0.5	resized	64	(3, 3)	16	None	100	75.16737365722656	0.6371428571428571	0.6428571428571429	0.6371428571428571	0.65	644
0.5	tozero	64	(3, 3)	16	(-1, 1)	0	71.20142459869385	0.6242857142857143	0.6242857142857143	0.6242857142857143	0.6242857142857143	645
0.5	tozero	64	(3, 3)	16	(-1, 1)	25	71.90789270401001	0.6771428571428572	0.6814285714285714	0.6771428571428572	0.7114285714285714	646
0.5	tozero	64	(3, 3)	16	(-1, 1)	50	72.03242230415344	0.63	0.63	0.63	0.63	647
0.5	tozero	64	(3, 3)	16	(-1, 1)	75	76.15339088439941	0.6642857142857143	0.5614285714285714	0.6642857142857143	0.7571428571428571	648
0.5	tozero	64	(3, 3)	16	(-1, 1)	100	76.18028116226196	0.6628571428571428	0.5271428571428571	0.6628571428571428	0.6928571428571428	649
0.5	tozero	64	(3, 3)	16	(0, 1)	0	71.21766567230225	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6528571428571428	650
0.5	tozero	64	(3, 3)	16	(0, 1)	25	71.94723296165466	0.6685714285714286	0.6685714285714286	0.6685714285714286	0.6685714285714286	651
0.5	tozero	64	(3, 3)	16	(0, 1)	50	73.86409640312195	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	652
0.5	tozero	64	(3, 3)	16	(0, 1)	75	76.06503772735596	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.73	653
0.5	tozero	64	(3, 3)	16	(0, 1)	100	76.08435010910034	0.66	0.6514285714285715	0.66	0.7271428571428571	654
0.5	tozero	64	(3, 3)	16	None	0	70.30420088768005	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6528571428571428	655
0.5	tozero	64	(3, 3)	16	None	25	72.88765525817871	0.6771428571428572	0.6642857142857143	0.6771428571428572	0.7528571428571429	656
0.5	tozero	64	(3, 3)	16	None	50	75.23450756072998	0.6214285714285714	0.6171428571428571	0.6214285714285714	0.6314285714285715	657
0.5	tozero	64	(3, 3)	16	None	75	75.04643106460571	0.66	0.6514285714285715	0.66	0.6685714285714286	658
0.5	tozero	64	(3, 3)	16	None	100	75.14784646034241	0.6628571428571428	0.5871428571428572	0.6628571428571428	0.72	659
0.5	morphed	64	(3, 3)	16	(-1, 1)	0	71.24553179740906	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	660
0.5	morphed	64	(3, 3)	16	(-1, 1)	25	71.21112179756165	0.6342857142857142	0.6342857142857142	0.6342857142857142	0.6342857142857142	661
0.5	morphed	64	(3, 3)	16	(-1, 1)	50	73.82472729682922	0.6771428571428572	0.6914285714285714	0.6771428571428572	0.7442857142857143	662
0.5	morphed	64	(3, 3)	16	(-1, 1)	75	75.10224151611328	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6657142857142857	663
0.5	morphed	64	(3, 3)	16	(-1, 1)	100	76.35603952407837	0.6457142857142857	0.6328571428571429	0.6457142857142857	0.76	664
0.5	morphed	64	(3, 3)	16	(0, 1)	0	71.20975494384766	0.66	0.6585714285714286	0.66	0.6585714285714286	665
0.5	morphed	64	(3, 3)	16	(0, 1)	25	72.97008347511292	0.6671428571428571	0.6657142857142857	0.6671428571428571	0.6728571428571428	666
0.5	morphed	64	(3, 3)	16	(0, 1)	50	73.86015796661377	0.6557142857142857	0.6542857142857142	0.6557142857142857	0.69	667
0.5	morphed	64	(3, 3)	16	(0, 1)	75	73.81930494308472	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6642857142857143	668
0.5	morphed	64	(3, 3)	16	(0, 1)	100	76.02979755401611	0.6714285714285714	0.61	0.6714285714285714	0.7428571428571429	669
0.5	morphed	64	(3, 3)	16	None	0	70.11939406394958	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	670
0.5	morphed	64	(3, 3)	16	None	25	71.04092836380005	0.6471428571428571	0.6514285714285715	0.6471428571428571	0.6914285714285714	671
0.5	morphed	64	(3, 3)	16	None	50	72.63767385482788	0.6742857142857143	0.6742857142857143	0.6742857142857143	0.7285714285714285	672
0.5	morphed	64	(3, 3)	16	None	75	71.8937087059021	0.6471428571428571	0.6485714285714286	0.6471428571428571	0.65	673
0.5	morphed	64	(3, 3)	16	None	100	75.53304672241211	0.6428571428571429	0.6385714285714286	0.6428571428571429	0.6628571428571428	674
0.01	max_morphed	16	(3, 3)	32	(-1, 1)	0	72.3060245513916	0.6685714285714286	0.6714285714285714	0.6685714285714286	0.6814285714285714	675
0.01	max_morphed	16	(3, 3)	32	(-1, 1)	25	72.22858667373657	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	676
0.01	max_morphed	16	(3, 3)	32	(-1, 1)	50	74.05396628379822	0.6357142857142857	0.6428571428571429	0.6357142857142857	0.6614285714285715	677
0.01	max_morphed	16	(3, 3)	32	(-1, 1)	75	73.37660527229309	0.6585714285714286	0.6614285714285715	0.6585714285714286	0.6728571428571428	678
0.01	max_morphed	16	(3, 3)	32	(-1, 1)	100	77.64981198310852	0.6642857142857143	0.6428571428571429	0.6642857142857143	0.7514285714285714	679
0.01	max_morphed	16	(3, 3)	32	(0, 1)	0	73.14247989654541	0.6614285714285715	0.6642857142857143	0.6614285714285715	0.6957142857142857	680
0.01	max_morphed	16	(3, 3)	32	(0, 1)	25	73.22428059577942	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.7085714285714285	681
0.01	max_morphed	16	(3, 3)	32	(0, 1)	50	73.1198742389679	0.6671428571428571	0.68	0.6671428571428571	0.69	682
0.01	max_morphed	16	(3, 3)	32	(0, 1)	75	74.08426856994629	0.65	0.65	0.65	0.7114285714285714	683
0.01	max_morphed	16	(3, 3)	32	(0, 1)	100	77.28917360305786	0.6242857142857143	0.54	0.6242857142857143	0.7285714285714285	684
0.01	max_morphed	16	(3, 3)	32	None	0	71.28390574455261	0.6814285714285714	0.6828571428571428	0.6814285714285714	0.6828571428571428	685
0.01	max_morphed	16	(3, 3)	32	None	25	72.19311118125916	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	686
0.01	max_morphed	16	(3, 3)	32	None	50	73.88684320449829	0.6514285714285715	0.6642857142857143	0.6514285714285715	0.7	687
0.01	max_morphed	16	(3, 3)	32	None	75	76.33451247215271	0.6771428571428572	0.67	0.6771428571428572	0.7871428571428571	688
0.01	max_morphed	16	(3, 3)	32	None	100	76.54120588302612	0.6385714285714286	0.6328571428571429	0.6385714285714286	0.7085714285714285	689
0.01	None	16	(3, 3)	32	(-1, 1)	0	21.31085968017578	0.6528571428571428	0.69	0.6528571428571428	0.72	690
0.01	None	16	(3, 3)	32	(-1, 1)	25	23.933922052383423	0.6485714285714286	0.6571428571428571	0.6485714285714286	0.74	691
0.01	None	16	(3, 3)	32	(-1, 1)	50	22.290048360824585	0.6428571428571429	0.6714285714285714	0.6428571428571429	0.7028571428571428	692
0.01	None	16	(3, 3)	32	(-1, 1)	75	25.822816848754883	0.67	0.6942857142857143	0.67	0.7757142857142857	693
0.01	None	16	(3, 3)	32	(-1, 1)	100	25.53081774711609	0.6414285714285715	0.6757142857142857	0.6414285714285715	0.8285714285714286	694
0.01	None	16	(3, 3)	32	(0, 1)	0	21.333789110183716	0.6514285714285715	0.6671428571428571	0.6514285714285715	0.6828571428571428	695
0.01	None	16	(3, 3)	32	(0, 1)	25	21.19228744506836	0.6485714285714286	0.6657142857142857	0.6485714285714286	0.6985714285714286	696
0.01	None	16	(3, 3)	32	(0, 1)	50	23.247614860534668	0.6642857142857143	0.6871428571428572	0.6642857142857143	0.7585714285714286	697
0.01	None	16	(3, 3)	32	(0, 1)	75	25.800546169281006	0.6071428571428571	0.6485714285714286	0.6071428571428571	0.7571428571428571	698
0.01	None	16	(3, 3)	32	(0, 1)	100	25.576098203659058	0.6328571428571429	0.6714285714285714	0.6328571428571429	0.78	699
0.01	None	16	(3, 3)	32	None	0	21.32174015045166	0.6614285714285715	0.6971428571428572	0.6614285714285715	0.7228571428571429	700
0.01	None	16	(3, 3)	32	None	25	20.34422206878662	0.6571428571428571	0.6842857142857143	0.6571428571428571	0.7071428571428572	701
0.01	None	16	(3, 3)	32	None	50	20.366058111190796	0.6242857142857143	0.6657142857142857	0.6242857142857143	0.71	702
0.01	None	16	(3, 3)	32	None	75	24.60302233695984	0.6414285714285715	0.6485714285714286	0.6414285714285715	0.6814285714285714	703
0.01	None	16	(3, 3)	32	None	100	24.858705759048462	0.6757142857142857	0.5871428571428572	0.6757142857142857	0.7728571428571429	704
0.01	resized	16	(3, 3)	32	(-1, 1)	0	72.29377508163452	0.6357142857142857	0.6342857142857142	0.6357142857142857	0.6357142857142857	705
0.01	resized	16	(3, 3)	32	(-1, 1)	25	72.09403920173645	0.6557142857142857	0.66	0.6557142857142857	0.6614285714285715	706
0.01	resized	16	(3, 3)	32	(-1, 1)	50	75.18232417106628	0.6642857142857143	0.6657142857142857	0.6642857142857143	0.6771428571428572	707
0.01	resized	16	(3, 3)	32	(-1, 1)	75	77.58669376373291	0.6542857142857142	0.5985714285714285	0.6542857142857142	0.7685714285714286	708
0.01	resized	16	(3, 3)	32	(-1, 1)	100	77.47695851325989	0.6471428571428571	0.6442857142857142	0.6471428571428571	0.7571428571428571	709
0.01	resized	16	(3, 3)	32	(0, 1)	0	72.14827084541321	0.67	0.6771428571428572	0.67	0.6957142857142857	710
0.01	resized	16	(3, 3)	32	(0, 1)	25	74.95066118240356	0.6485714285714286	0.6414285714285715	0.6485714285714286	0.7771428571428571	711
0.01	resized	16	(3, 3)	32	(0, 1)	50	74.8448576927185	0.65	0.6457142857142857	0.65	0.7771428571428571	712
0.01	resized	16	(3, 3)	32	(0, 1)	75	74.87517762184143	0.6314285714285715	0.6485714285714286	0.6314285714285715	0.67	713
0.01	resized	16	(3, 3)	32	(0, 1)	100	77.06484699249268	0.6285714285714286	0.6242857142857143	0.6285714285714286	0.7771428571428571	714
0.01	resized	16	(3, 3)	32	None	0	71.17994570732117	0.6628571428571428	0.66	0.6628571428571428	0.66	715
0.01	resized	16	(3, 3)	32	None	25	71.213308095932	0.6771428571428572	0.6814285714285714	0.6771428571428572	0.6814285714285714	716
0.01	resized	16	(3, 3)	32	None	50	73.0562846660614	0.6585714285714286	0.6714285714285714	0.6585714285714286	0.6857142857142857	717
0.01	resized	16	(3, 3)	32	None	75	76.21456170082092	0.6471428571428571	0.6514285714285715	0.6471428571428571	0.7728571428571429	718
0.01	resized	16	(3, 3)	32	None	100	75.99363350868225	0.6557142857142857	0.6628571428571428	0.6557142857142857	0.81	719
0.01	tozero	16	(3, 3)	32	(-1, 1)	0	72.3414056301117	0.6528571428571428	0.6585714285714286	0.6528571428571428	0.6714285714285714	720
0.01	tozero	16	(3, 3)	32	(-1, 1)	25	72.29565238952637	0.6714285714285714	0.6714285714285714	0.6714285714285714	0.6714285714285714	721
0.01	tozero	16	(3, 3)	32	(-1, 1)	50	77.70096921920776	0.6342857142857142	0.6357142857142857	0.6342857142857142	0.7228571428571429	722
0.01	tozero	16	(3, 3)	32	(-1, 1)	75	77.14095950126648	0.6528571428571428	0.6271428571428571	0.6528571428571428	0.7757142857142857	723
0.01	tozero	16	(3, 3)	32	(-1, 1)	100	77.11332845687866	0.6528571428571428	0.6371428571428571	0.6528571428571428	0.7728571428571429	724
0.01	tozero	16	(3, 3)	32	(0, 1)	0	72.21839165687561	0.6642857142857143	0.6642857142857143	0.6642857142857143	0.6714285714285714	725
0.01	tozero	16	(3, 3)	32	(0, 1)	25	72.256511926651	0.6457142857142857	0.6457142857142857	0.6457142857142857	0.6457142857142857	726
0.01	tozero	16	(3, 3)	32	(0, 1)	50	74.79530596733093	0.66	0.6814285714285714	0.66	0.7271428571428571	727
0.01	tozero	16	(3, 3)	32	(0, 1)	75	75.04347133636475	0.6842857142857143	0.7014285714285714	0.6842857142857143	0.7114285714285714	728
0.01	tozero	16	(3, 3)	32	(0, 1)	100	76.8597719669342	0.6728571428571428	0.6857142857142857	0.6728571428571428	0.7571428571428571	729
0.01	tozero	16	(3, 3)	32	None	0	71.34964084625244	0.6585714285714286	0.6828571428571428	0.6585714285714286	0.7314285714285714	730
0.01	tozero	16	(3, 3)	32	None	25	71.33432817459106	0.6514285714285715	0.6685714285714286	0.6514285714285715	0.68	731
0.01	tozero	16	(3, 3)	32	None	50	72.07191395759583	0.6628571428571428	0.6942857142857143	0.6628571428571428	0.7685714285714286	732
0.01	tozero	16	(3, 3)	32	None	75	73.90592432022095	0.66	0.6528571428571428	0.66	0.74	733
0.01	tozero	16	(3, 3)	32	None	100	76.13781499862671	0.6642857142857143	0.6928571428571428	0.6642857142857143	0.79	734
0.01	morphed	16	(3, 3)	32	(-1, 1)	0	72.16981506347656	0.6657142857142857	0.6728571428571428	0.6657142857142857	0.6757142857142857	735
0.01	morphed	16	(3, 3)	32	(-1, 1)	25	73.1792471408844	0.6414285714285715	0.6428571428571429	0.6414285714285715	0.6428571428571429	736
0.01	morphed	16	(3, 3)	32	(-1, 1)	50	73.19192719459534	0.6571428571428571	0.67	0.6571428571428571	0.6771428571428572	737
0.01	morphed	16	(3, 3)	32	(-1, 1)	75	75.15186786651611	0.64	0.59	0.64	0.7571428571428571	738
0.01	morphed	16	(3, 3)	32	(-1, 1)	100	76.3332748413086	0.6257142857142857	0.6585714285714286	0.6257142857142857	0.7457142857142857	739
0.01	morphed	16	(3, 3)	32	(0, 1)	0	72.17804789543152	0.6471428571428571	0.6542857142857142	0.6471428571428571	0.6828571428571428	740
0.01	morphed	16	(3, 3)	32	(0, 1)	25	72.25977873802185	0.6414285714285715	0.6428571428571429	0.6414285714285715	0.6457142857142857	741
0.01	morphed	16	(3, 3)	32	(0, 1)	50	73.04470944404602	0.6628571428571428	0.6757142857142857	0.6628571428571428	0.7257142857142858	742
0.01	morphed	16	(3, 3)	32	(0, 1)	75	74.07151508331299	0.6371428571428571	0.6528571428571428	0.6371428571428571	0.7185714285714285	743
0.01	morphed	16	(3, 3)	32	(0, 1)	100	77.22355961799622	0.6285714285714286	0.6157142857142858	0.6285714285714286	0.7914285714285715	744
0.01	morphed	16	(3, 3)	32	None	0	71.26744985580444	0.6642857142857143	0.6742857142857143	0.6642857142857143	0.6885714285714286	745
0.01	morphed	16	(3, 3)	32	None	25	73.98449921607971	0.6514285714285715	0.6642857142857143	0.6514285714285715	0.6742857142857143	746
0.01	morphed	16	(3, 3)	32	None	50	73.10400223731995	0.6485714285714286	0.6542857142857142	0.6485714285714286	0.6628571428571428	747
0.01	morphed	16	(3, 3)	32	None	75	74.15545105934143	0.6414285714285715	0.6571428571428571	0.6414285714285715	0.6742857142857143	748
0.01	morphed	16	(3, 3)	32	None	100	75.93073987960815	0.6342857142857142	0.61	0.6342857142857142	0.73	749
0.2	max_morphed	16	(3, 3)	32	(-1, 1)	0	72.1358232498169	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	750
0.2	max_morphed	16	(3, 3)	32	(-1, 1)	25	73.04358720779419	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	751
0.2	max_morphed	16	(3, 3)	32	(-1, 1)	50	75.00271344184875	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	752
0.2	max_morphed	16	(3, 3)	32	(-1, 1)	75	74.28404974937439	0.64	0.6528571428571428	0.64	0.69	753
0.2	max_morphed	16	(3, 3)	32	(-1, 1)	100	77.71528840065002	0.6371428571428571	0.6257142857142857	0.6371428571428571	0.7285714285714285	754
0.2	max_morphed	16	(3, 3)	32	(0, 1)	0	72.18829560279846	0.6542857142857142	0.6542857142857142	0.6542857142857142	0.6585714285714286	755
0.2	max_morphed	16	(3, 3)	32	(0, 1)	25	73.08926677703857	0.6514285714285715	0.6628571428571428	0.6514285714285715	0.7085714285714285	756
0.2	max_morphed	16	(3, 3)	32	(0, 1)	50	73.1795301437378	0.6671428571428571	0.6671428571428571	0.6671428571428571	0.6714285714285714	757
0.2	max_morphed	16	(3, 3)	32	(0, 1)	75	75.07376098632812	0.64	0.6371428571428571	0.64	0.6371428571428571	758
0.2	max_morphed	16	(3, 3)	32	(0, 1)	100	77.85802817344666	0.6285714285714286	0.64	0.6285714285714286	0.7171428571428572	759
0.2	max_morphed	16	(3, 3)	32	None	0	71.2678210735321	0.6771428571428572	0.6771428571428572	0.6771428571428572	0.6771428571428572	760
0.2	max_morphed	16	(3, 3)	32	None	25	71.34353542327881	0.6471428571428571	0.6485714285714286	0.6471428571428571	0.6485714285714286	761
0.2	max_morphed	16	(3, 3)	32	None	50	74.05490183830261	0.6714285714285714	0.6728571428571428	0.6714285714285714	0.6985714285714286	762
0.2	max_morphed	16	(3, 3)	32	None	75	72.17562127113342	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	763
0.2	max_morphed	16	(3, 3)	32	None	100	76.65367245674133	0.6414285714285715	0.6485714285714286	0.6414285714285715	0.7471428571428571	764
0.2	None	16	(3, 3)	32	(-1, 1)	0	22.31137204170227	0.6657142857142857	0.6757142857142857	0.6657142857142857	0.6828571428571428	765
0.2	None	16	(3, 3)	32	(-1, 1)	25	23.99546194076538	0.6428571428571429	0.6528571428571428	0.6428571428571429	0.71	766
0.2	None	16	(3, 3)	32	(-1, 1)	50	23.847436904907227	0.66	0.6757142857142857	0.66	0.68	767
0.2	None	16	(3, 3)	32	(-1, 1)	75	26.053475379943848	0.66	0.6942857142857143	0.66	0.8028571428571428	768
0.2	None	16	(3, 3)	32	(-1, 1)	100	26.530171871185303	0.6557142857142857	0.6442857142857142	0.6557142857142857	0.7885714285714286	769
0.2	None	16	(3, 3)	32	(0, 1)	0	21.29930567741394	0.6414285714285715	0.6414285714285715	0.6414285714285715	0.6414285714285715	770
0.2	None	16	(3, 3)	32	(0, 1)	25	21.293651342391968	0.6328571428571429	0.6357142857142857	0.6328571428571429	0.64	771
0.2	None	16	(3, 3)	32	(0, 1)	50	26.169918298721313	0.6628571428571428	0.7028571428571428	0.6628571428571428	0.8	772
0.2	None	16	(3, 3)	32	(0, 1)	75	24.03516387939453	0.6471428571428571	0.6614285714285715	0.6471428571428571	0.71	773
0.2	None	16	(3, 3)	32	(0, 1)	100	26.36179232597351	0.6871428571428572	0.6785714285714286	0.6871428571428572	0.8185714285714286	774
0.2	None	16	(3, 3)	32	None	0	21.127800703048706	0.6585714285714286	0.6857142857142857	0.6585714285714286	0.7257142857142858	775
0.2	None	16	(3, 3)	32	None	25	21.297618627548218	0.6757142857142857	0.6842857142857143	0.6757142857142857	0.6914285714285714	776
0.2	None	16	(3, 3)	32	None	50	21.249289512634277	0.6514285714285715	0.6571428571428571	0.6514285714285715	0.7385714285714285	777
0.2	None	16	(3, 3)	32	None	75	22.222671031951904	0.6457142857142857	0.6671428571428571	0.6457142857142857	0.69	778
0.2	None	16	(3, 3)	32	None	100	25.37171173095703	0.65	0.66	0.65	0.7985714285714286	779
0.2	resized	16	(3, 3)	32	(-1, 1)	0	72.12627530097961	0.6871428571428572	0.6885714285714286	0.6871428571428572	0.7228571428571429	780
0.2	resized	16	(3, 3)	32	(-1, 1)	25	73.01549172401428	0.6557142857142857	0.6571428571428571	0.6557142857142857	0.6614285714285715	781
0.2	resized	16	(3, 3)	32	(-1, 1)	50	74.9871199131012	0.6357142857142857	0.6242857142857143	0.6357142857142857	0.7085714285714285	782
0.2	resized	16	(3, 3)	32	(-1, 1)	75	75.14859771728516	0.6628571428571428	0.6614285714285715	0.6628571428571428	0.6685714285714286	783
0.2	resized	16	(3, 3)	32	(-1, 1)	100	77.398916721344	0.6171428571428571	0.6385714285714286	0.6171428571428571	0.7171428571428572	784
0.2	resized	16	(3, 3)	32	(0, 1)	0	72.16566276550293	0.6814285714285714	0.6842857142857143	0.6814285714285714	0.6842857142857143	785
0.2	resized	16	(3, 3)	32	(0, 1)	25	72.96570324897766	0.6928571428571428	0.6928571428571428	0.6928571428571428	0.7142857142857143	786
0.2	resized	16	(3, 3)	32	(0, 1)	50	74.57844996452332	0.6628571428571428	0.6785714285714286	0.6628571428571428	0.74	787
0.2	resized	16	(3, 3)	32	(0, 1)	75	74.8644471168518	0.6485714285714286	0.6614285714285715	0.6485714285714286	0.68	788
0.2	resized	16	(3, 3)	32	(0, 1)	100	77.15208220481873	0.6328571428571429	0.5714285714285714	0.6328571428571429	0.7314285714285714	789
0.2	resized	16	(3, 3)	32	None	0	71.28209614753723	0.6442857142857142	0.65	0.6442857142857142	0.6514285714285715	790
0.2	resized	16	(3, 3)	32	None	25	73.99354338645935	0.6357142857142857	0.6357142857142857	0.6357142857142857	0.7142857142857143	791
0.2	resized	16	(3, 3)	32	None	50	74.0628252029419	0.6928571428571428	0.6757142857142857	0.6928571428571428	0.7514285714285714	792
0.2	resized	16	(3, 3)	32	None	75	76.29182004928589	0.6514285714285715	0.6542857142857142	0.6514285714285715	0.6971428571428572	793
0.2	resized	16	(3, 3)	32	None	100	76.10800457000732	0.6371428571428571	0.6442857142857142	0.6371428571428571	0.7114285714285714	794
0.2	tozero	16	(3, 3)	32	(-1, 1)	0	72.05416131019592	0.65	0.65	0.65	0.65	795
0.2	tozero	16	(3, 3)	32	(-1, 1)	25	72.12938857078552	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	796
0.2	tozero	16	(3, 3)	32	(-1, 1)	50	77.45388531684875	0.6485714285714286	0.6442857142857142	0.6485714285714286	0.6857142857142857	797
0.2	tozero	16	(3, 3)	32	(-1, 1)	75	74.12060689926147	0.6414285714285715	0.6514285714285715	0.6414285714285715	0.6614285714285715	798
0.2	tozero	16	(3, 3)	32	(-1, 1)	100	77.2085018157959	0.66	0.6685714285714286	0.66	0.7257142857142858	799
0.2	tozero	16	(3, 3)	32	(0, 1)	0	72.09622764587402	0.6471428571428571	0.6471428571428571	0.6471428571428571	0.6471428571428571	800
0.2	tozero	16	(3, 3)	32	(0, 1)	25	72.18212604522705	0.65	0.6514285714285715	0.65	0.6528571428571428	801
0.2	tozero	16	(3, 3)	32	(0, 1)	50	73.97064542770386	0.6614285714285715	0.6642857142857143	0.6614285714285715	0.6657142857142857	802
0.2	tozero	16	(3, 3)	32	(0, 1)	75	73.18182229995728	0.6571428571428571	0.6642857142857143	0.6571428571428571	0.6685714285714286	803
0.2	tozero	16	(3, 3)	32	(0, 1)	100	77.32967591285706	0.6557142857142857	0.6671428571428571	0.6557142857142857	0.7557142857142857	804
0.2	tozero	16	(3, 3)	32	None	0	71.1143844127655	0.6771428571428572	0.6771428571428572	0.6771428571428572	0.6771428571428572	805
0.2	tozero	16	(3, 3)	32	None	25	71.19082403182983	0.6242857142857143	0.6228571428571429	0.6242857142857143	0.6242857142857143	806
0.2	tozero	16	(3, 3)	32	None	50	73.26749348640442	0.6514285714285715	0.6557142857142857	0.6514285714285715	0.6614285714285715	807
0.2	tozero	16	(3, 3)	32	None	75	76.3559455871582	0.66	0.6528571428571428	0.66	0.7742857142857142	808
0.2	tozero	16	(3, 3)	32	None	100	76.28904986381531	0.6657142857142857	0.6742857142857143	0.6657142857142857	0.6914285714285714	809
0.2	morphed	16	(3, 3)	32	(-1, 1)	0	73.18222093582153	0.6428571428571429	0.6457142857142857	0.6428571428571429	0.6514285714285715	810
0.2	morphed	16	(3, 3)	32	(-1, 1)	25	74.97616410255432	0.6857142857142857	0.7	0.6857142857142857	0.7728571428571429	811
0.2	morphed	16	(3, 3)	32	(-1, 1)	50	74.0689914226532	0.6457142857142857	0.6542857142857142	0.6457142857142857	0.6942857142857143	812
0.2	morphed	16	(3, 3)	32	(-1, 1)	75	74.67424035072327	0.6685714285714286	0.67	0.6685714285714286	0.6728571428571428	813
